chr	start	end	Trophoblasts	Stromal	Hofbauer	Endothelial	nRBC	Syncytiotrophoblast
NC_000019.10	8335318	8335319	0.0352952778252987	0.116743495694368	0.0729055046911471	0.563133344319946	0.0338806969385447	0.171769492470394
NC_000002.12	216206229	216206230	0.850288825452821	0.87233947159588	0.145114300542035	0.908961169809358	0.841061031532258	0.907537096622193
NC_000004.12	8183435	8183436	0.0496561859965415	0.273372394110144	0.818615592852194	0.10476084004022	0.346184978573898	0.0479007870356191
NC_000017.11	81064911	81064912	0.883435592574931	0.515044011409	0.886378410200291	0.809181069281243	0.896842878638533	0.91546419997587
NC_000017.11	3945029	3945030	0.0275319904660803	0.0909792574828539	0.361146762589609	0.0257064372706772	0.959256667417615	0.0250954561704835
NC_000002.12	176172635	176172636	0.74210244262152	0.12160044976345	0.0461579580727127	0.303914435749243	0.0242673628856398	0.666454800091597
NC_000008.11	11679391	11679392	0.578501397369511	0.0744646285797672	0.0604966309447889	0.0999378745568864	0.0639515269560673	0.452950265247106
NC_000010.11	13708688	13708689	0.518725807434496	0.898996618315873	0.942171601055654	0.853875385639274	0.948889091121949	0.107084547567898
NC_000007.14	80638302	80638303	0.942697558635022	0.887170113234988	0.138373924200787	0.530831548381847	0.898784267186279	0.937470820911271
NC_000012.12	5047301	5047302	0.593181994491032	0.339754081748887	0.804801383119249	0.650578754117819	0.678434268865754	0.81686907816468
NC_000004.12	128354369	128354370	0.12052465479684	0.202755954166701	0.752587230539821	0.178088854709852	0.304761520807573	0.126965451926975
NC_000007.14	2521341	2521342	0.163572908983265	0.42143240229005	0.225859882062419	0.141219170566937	0.109226060558673	0.160742102566498
NC_000011.10	76588637	76588638	0.64333619447111	0.210794281556772	0.0669568721482133	0.261917995289495	0.0436226926776471	0.544125056701461
NC_000016.10	73019879	73019880	0.842342526320281	0.501940317750193	0.881994072570683	0.807947273899356	0.865714250990038	0.904312598476062
NC_000002.12	26788981	26788982	0.915329299906748	0.879766551465651	0.1404554190041	0.888114840495302	0.94271912210273	0.9404028410797
NC_000003.12	46202607	46202608	0.885632887098163	0.795697345075882	0.12470339571465	0.847787750916669	0.655976545557756	0.933444087410897
NC_000001.11	207823674	207823675	0.202007798529969	0.926920916736982	0.945429207235609	0.903960667363755	0.970031745659439	0.150689688152812
NC_000010.11	99521445	99521446	0.173898888687392	0.307114458915344	0.573084242468425	0.199058333361262	0.958884828120347	0.0889016576327977
NC_000007.14	158853561	158853562	0.18305351724246	0.493943191886115	0.277753600044447	0.313834443576558	0.11972179388311	0.292584825659409
NC_000010.11	122374305	122374306	0.784342345697425	0.782867056175271	0.957662681800699	0.81584297231878	0.0526586636977621	0.959157985409541
NC_000011.10	108552063	108552064	0.305331888510957	0.530592431788876	0.905156454789854	0.350749342159651	0.270771739613605	0.555455070599051
NC_000020.11	63687079	63687080	0.169682194580409	0.402868352207579	0.0633454334031014	0.108087025317814	0.0620227982180642	0.0351534767650567
NC_000010.11	60263906	60263907	0.562560539277552	0.892654798768781	0.923739358119427	0.872572808512457	0.905178568607681	0.0991396353030937
NC_000012.12	570501	570502	0.0480670541379114	0.221813653854743	0.495981771241907	0.11515331416922	0.946192464298784	0.223486834701466
NC_000012.12	6550357	6550358	0.894351555833419	0.843197465232031	0.155010727666394	0.901793979129399	0.686093515092836	0.898411046581935
NC_000013.11	110233056	110233057	0.595169776330493	0.494061927523495	0.840968762845069	0.198276837835732	0.749645926713854	0.899199520753298
NC_000001.11	217136563	217136564	0.782412188476963	0.231575298584411	0.14429432780169	0.26589844310333	0.0869284012085316	0.748005861190316
NC_000017.11	35607756	35607757	0.532057589532409	0.600910507760056	0.867284247521146	0.239322359924776	0.90460447808552	0.848789582602543
NC_000007.14	88218926	88218927	0.199182417976322	0.116877642747131	0.0827110237186323	0.112471295577165	0.0681925797738456	0.901929462292601
NC_000017.11	77100299	77100300	0.965081850594943	0.933641580360367	0.202843541842854	0.95757013493643	0.936593500434643	0.957633893206152
NC_000002.12	239303446	239303447	0.975519257337213	0.957122428906157	0.214045080177353	0.980065064877659	0.911557219555059	0.983424084532973
NC_000004.12	24795384	24795385	0.0735292228218219	0.146910887569734	0.568389025363239	0.0744339278046159	0.872740430350432	0.0658909721791398
NC_000002.12	66440416	66440417	0.403188032505356	0.0749739750098647	0.0560533478793539	0.0988587059500721	0.0199807007162641	0.917176822471612
NC_000011.10	117505522	117505523	0.532788214367778	0.856438352036816	0.943599157286024	0.873786587442668	0.959053352152353	0.0943409331776695
NC_000008.11	48683177	48683178	0.711745190607865	0.398141039027536	0.311216814030239	0.33955698612646	0.0696738271859476	0.253049580439069
NC_000017.11	77100156	77100157	0.953112364272425	0.894810167603984	0.127511715296802	0.947821373500729	0.91963602646872	0.959288140310564
NC_000022.11	50085259	50085260	0.369409281541834	0.276897651443587	0.0671624522291131	0.633991610292796	0.0388147616325748	0.209331429367672
NC_000010.11	32971819	32971820	0.28160081445732	0.139301785126832	0.718050449303131	0.196833910794422	0.197564668834669	0.105897386475525
NC_000017.11	81342296	81342297	0.876549042480319	0.247259456622252	0.273512772313187	0.339159320204933	0.173628104147929	0.860831546379332
NC_000001.11	217138650	217138651	0.646482723189837	0.236976268199823	0.0711990671254163	0.315364818050011	0.0523873370127934	0.502059975425322
NC_000017.11	77543830	77543831	0.657516796179152	0.633446390705589	0.898232493423707	0.188150672389326	0.943989683584462	0.555510727153922
NC_000012.12	114697150	114697151	0.850079990851994	0.164087893982428	0.0741489331106738	0.249474200975237	0.0258664383266656	0.869365738372693
NC_000010.11	6722085	6722086	0.533140725972088	0.673920477743036	0.897339781606088	0.245141571195713	0.880489592023851	0.691147343081907
NC_000018.10	63476727	63476728	0.566592255157186	0.892755976066888	0.945886710730616	0.887248924902987	0.964733061498124	0.0604420730240431
NC_000010.11	71965282	71965283	0.247580431764748	0.0941424897446526	0.0868371308267986	0.0987957564015136	0.0444925379149044	0.896126094324675
NC_000012.12	117143261	117143262	0.512349665429415	0.87527668797985	0.943839245672187	0.853760299395058	0.89156499677694	0.0850567188639504
NC_000001.11	3063834	3063835	0.0502677733158452	0.108090139913814	0.401938499216507	0.0235972338660074	0.904964244215002	0.181820849675494
NC_000010.11	101061926	101061927	0.296725329876874	0.0539690795416842	0.0467740645057872	0.262942665044349	0.0257841068858959	0.942785796338159
NC_000017.11	64778820	64778821	0.0802436654139977	0.0626347381382834	0.0439335894180605	0.539017574418055	0.0224102146005592	0.182473659285577
NC_000007.14	37353275	37353276	0.941463933182667	0.813658111531886	0.42343078634914	0.919289082813068	0.0373477197079765	0.940295933012391
NC_000003.12	16801879	16801880	0.0610180998633746	0.351605044847946	0.0441548839698853	0.132985197855187	0.0560612195434448	0.243625089054473
NC_000008.11	142609381	142609382	0.0732928715010152	0.339050685472229	0.118098724019358	0.0875429569513658	0.0555995085759478	0.093783047535187
NC_000011.10	1853214	1853215	0.929673010432789	0.750269531540799	0.301691854677269	0.898086035848964	0.02324959215906	0.917112822700926
NC_000002.12	27779556	27779557	0.548330470149513	0.862596409944659	0.829146823560864	0.279132168495419	0.862671144514401	0.918123019538077
NC_000005.10	135190578	135190579	0.89864799813149	0.385613187355023	0.683521088852802	0.755778196942798	0.885287700020746	0.949607125021125
NC_000003.12	101565321	101565322	0.864355951803222	0.802855553426275	0.151947471590554	0.867683740370881	0.862857445027045	0.885740893720759
NC_000001.11	2267439	2267440	0.849956849773071	0.902305930454189	0.947928015756794	0.386507972047325	0.966930944059545	0.914208615397678
NC_000017.11	82297633	82297634	0.139858441364419	0.4269629036692	0.0860818661223077	0.206355958418888	0.0211254091356344	0.176485694914311
NC_000001.11	217136627	217136628	0.759548332789895	0.27698590796258	0.110692396926851	0.329128707319901	0.0366666886663245	0.662674056626277
NC_000022.11	50043084	50043085	0.611968378621101	0.925287156742795	0.959199517353876	0.914897030787641	0.957071250985446	0.108716611544841
NC_000015.10	41968955	41968956	0.941430200829127	0.941647503254643	0.175802751802029	0.921729433718777	0.79748586535753	0.960946735510925
NC_000010.11	13729426	13729427	0.596978183297836	0.929049313531147	0.948268265581631	0.905063664952477	0.979411985058678	0.130119130024356
NC_000015.10	41487423	41487424	0.77970619511176	0.831529884984952	0.891793695291056	0.234102578622664	0.839867111980912	0.922009969606315
NC_000013.11	110248315	110248316	0.848985133343579	0.505203782310991	0.890729937262635	0.896344717071464	0.932089312007387	0.857319903812944
NC_000011.10	129696013	129696014	0.149153875389127	0.0657817006369486	0.0416537578048883	0.0935981898061588	0.0286398768187996	0.857724778977866
NC_000018.10	59898123	59898124	0.864229270012315	0.408633066660728	0.745175848888135	0.75707848918082	0.750283712386442	0.893121004223296
NC_000013.11	110248345	110248346	0.854642794933137	0.494369571499049	0.897871743529168	0.881221509688877	0.870535374140682	0.872109541197967
NC_000006.12	28590292	28590293	0.263564325830184	0.0875730055669103	0.077511668472918	0.0816461069229179	0.0491516304476213	0.903700542145988
NC_000011.10	77287775	77287776	0.106463453640466	0.708532058458176	0.72699244832752	0.735896941744865	0.867992458563825	0.553994417895657
NC_000003.12	46407471	46407472	0.140959005212637	0.0893780634878724	0.0322092102806247	0.0676163559923125	0.0291986640766722	0.861433678765265
NC_000023.11	48827532	48827533	0.821543391667783	0.308972602852527	0.358856401763274	0.281343503309203	0.256487008298158	0.722878808517664
NC_000013.11	113533674	113533675	0.616676049236067	0.788367394984745	0.950347398261975	0.90306003379329	0.967857063487136	0.0983675972424544
NC_000009.12	137326944	137326945	0.955521772187769	0.845794770078948	0.184223813319727	0.975989259803306	0.0385493470083144	0.955291134212037
NC_000010.11	78757135	78757136	0.250970072451742	0.568588410033496	0.136829847837713	0.272976797651799	0.219333507989806	0.365813359841542
NC_000009.12	136008777	136008778	0.603571945913813	0.916231817800763	0.961251424232936	0.208836205274726	0.954487524622169	0.934076691621485
NC_000013.11	43022469	43022470	0.105802944778434	0.715574739531346	0.8797852713995	0.784665657140246	0.89340468681608	0.529029064174157
NC_000009.12	136698136	136698137	0.353661491194796	0.545181564211823	0.104139381923855	0.798365031768027	0.346922014931292	0.117252402747246
NC_000009.12	122217761	122217762	0.31309796847542	0.447312330500988	0.205859401625079	0.735363507378122	0.0584794348249214	0.35804008382261
NC_000007.14	4744332	4744333	0.691931417866105	0.649703760932883	0.827982739006661	0.214261819131985	0.955203499787421	0.841255827532599
NC_000010.11	92834482	92834483	0.636275086491894	0.658095642957066	0.733246323038426	0.222545745315358	0.864521006999076	0.905633966224882
NC_000009.12	127755489	127755490	0.0677366029012293	0.419426162046415	0.602953299458163	0.118348429491244	0.956658379791916	0.161752231757565
NC_000009.12	81602303	81602304	0.820305139559728	0.695306048833752	0.889967641154997	0.326906181665692	0.875219974040725	0.876532148539503
NC_000009.12	70043441	70043442	0.0721907464831877	0.13981856279296	0.741568028135599	0.190524251485417	0.156335743867758	0.0758142918126686
NC_000001.11	150975355	150975356	0.146977729062845	0.0456506474295632	0.0585601420949481	0.104445290385026	0.0311542684926342	0.892239101507049
NC_000020.11	57560955	57560956	0.0584484454304771	0.25268748534581	0.811741558925318	0.58786561455181	0.248655176799723	0.11034679961186
NC_000012.12	107581119	107581120	0.101295352465902	0.474186311146748	0.799469491857574	0.209891343557318	0.189613410001157	0.384362994634361
NC_000019.10	48720907	48720908	0.0225616070494717	0.0719010753109832	0.199334686288841	0.594317265056762	0.170449025299223	0.0398409067762938
NC_000011.10	67115645	67115646	0.920697568662985	0.894720765083922	0.122941203444993	0.918263484336595	0.681290077119316	0.923556106458832
NC_000017.11	59840227	59840228	0.0459407838284803	0.341389750142356	0.40734323274195	0.176662601436704	0.912039985938631	0.0926479231577444
NC_000009.12	136352921	136352922	0.0706402794651498	0.686244260885131	0.921817718770218	0.636336272934742	0.907247967962054	0.255421302376041
NC_000009.12	106921552	106921553	0.0579451749436774	0.0917097291707612	0.707198383664088	0.265005228572585	0.201041681821466	0.137220762911445
NC_000006.12	25041861	25041862	0.948983161254234	0.833223821794535	0.565275082736173	0.865944447461593	0.0456095275131727	0.952209161475122
NC_000009.12	86337961	86337962	0.91721456430727	0.892628466217557	0.169562484608411	0.909047344804234	0.672942418589031	0.91796352576854
NC_000011.10	108552303	108552304	0.099747026856647	0.138214735520002	0.794334569687697	0.170631589425234	0.27238483496239	0.396064845329268
NC_000001.11	182332235	182332236	0.872026617025369	0.475967161206677	0.845155245503396	0.8192262048238	0.789922640931149	0.880511454184035
NC_000010.11	131915684	131915685	0.816407060681138	0.472820868482327	0.876525128382776	0.796274844803857	0.916353294147849	0.907675654927377
NC_000014.9	101443343	101443344	0.577844201516956	0.890787091856424	0.939522199306494	0.890193385554454	0.929863543242065	0.116977336707775
NC_000009.12	123401803	123401804	0.794388326322705	0.463063373026076	0.86775977064188	0.758324979057685	0.86463294141812	0.8603782090571
NC_000002.12	72143198	72143199	0.0208072071576751	0.0253299439665556	0.0291981341748956	0.510972954977253	0.0245208723652133	0.102966778690493
NC_000013.11	110408654	110408655	0.919283699731167	0.922009477882179	0.956792070015759	0.415063205498075	0.94064141414353	0.946861829096908
NC_000010.11	70694269	70694270	0.063519738588853	0.652730944708046	0.936714534387359	0.560800032895925	0.910446762135253	0.194256789193865
NC_000003.12	129343987	129343988	0.230593530992428	0.291207003168986	0.112590613004522	0.610283796145679	0.0680299361060054	0.130386453644727
NC_000009.12	2241255	2241256	0.656701422502452	0.766068929994166	0.916441377919912	0.253181203672516	0.937579401281071	0.95420284611657
NC_000011.10	47337465	47337466	0.476946551804695	0.849974765325637	0.917628921946329	0.823769079164802	0.97520325325528	0.0851442966395109
NC_000008.11	144523163	144523164	0.117457469331013	0.354212254243852	0.130881751765502	0.139493572372792	0.0839986922788508	0.10493564651452
NC_000018.10	13611370	13611371	0.048014311388733	0.393169799126476	0.150053373624507	0.0988418603063416	0.149809377174446	0.0653359611262133
NC_000001.11	182393094	182393095	0.861440808931906	0.839327590878265	0.116977691392451	0.788700537727818	0.744410336463958	0.768101236184121
NC_000019.10	39404123	39404124	0.354536410544402	0.0668717902868814	0.0494731237040247	0.0702243621506181	0.0418655952841579	0.897721460225159
NC_000012.12	117048358	117048359	0.0299625690899489	0.345150354654914	0.675585234781331	0.0713602988442423	0.931531557735877	0.0351574958886321
NC_000011.10	60910337	60910338	0.836512403464816	0.788782416608642	0.135180914836968	0.899208884621589	0.794050228957314	0.906184793479101
NC_000011.10	64145249	64145250	0.937015375596306	0.582215440717876	0.945887905743755	0.928231864786934	0.93996737024453	0.974834276316908
NC_000006.12	1840918	1840919	0.0873767211883653	0.749354668639883	0.922191765247075	0.749490378354207	0.821911015628241	0.108138849510514
NC_000004.12	109642373	109642374	0.163287727463653	0.809890848025838	0.925395002658457	0.788308050387569	0.89326588857983	0.887934571533378
NC_000012.12	131985391	131985392	0.865608053434748	0.90541422053773	0.15569519006016	0.903527832054549	0.804591472099344	0.897096656855253
NC_000017.11	48554791	48554792	0.884868763509729	0.491718577975472	0.893937499407057	0.792085481736511	0.89685479003711	0.935797290975149
NC_000003.12	61688535	61688536	0.875194589382063	0.379636416975352	0.819291221750073	0.87765220508049	0.708800607413996	0.946418198170446
NC_000008.11	20220424	20220425	0.937737173600899	0.924263006083341	0.160503713692812	0.935212131796558	0.962485591654639	0.939123598769539
NC_000002.12	105439049	105439050	0.779577327084765	0.458104462149815	0.811270004701078	0.774502953674376	0.934100526145161	0.809612661192187
NC_000006.12	53048628	53048629	0.91497389462228	0.819847807522431	0.471288907808021	0.844843003527937	0.0767770183666033	0.942735158685949
NC_000001.11	185284362	185284363	0.411309904336165	0.274145220810378	0.847690077521315	0.400081756486185	0.308253812407025	0.0533026620554999
NC_000017.11	67475186	67475187	0.889119170444521	0.765155132875237	0.818256174472508	0.841998042885543	0.151475518540679	0.942625168685671
NC_000004.12	4641550	4641551	0.864300010910124	0.425856674271249	0.815500785777765	0.803133451740358	0.867764390314205	0.870518150101481
NC_000002.12	236572436	236572437	0.163064073644961	0.170129104040136	0.801344046434281	0.187640526273706	0.195552299100524	0.559703294874283
NC_000002.12	205358561	205358562	0.24917137051076	0.440514809547339	0.836062737452671	0.31830140863607	0.297554544595799	0.0967658010722457
NC_000017.11	82846201	82846202	0.805623712521669	0.945361667802677	0.964964246398014	0.35104058213124	0.952876184506811	0.849804605602502
NC_000011.10	47378261	47378262	0.966749317506069	0.833799537308283	0.263308383782491	0.968373511940569	0.0736622643838056	0.976010467605443
NC_000017.11	2406983	2406984	0.0332590312809594	0.221199124570477	0.752328619075528	0.155498659857346	0.414667032655737	0.0384037334563928
NC_000015.10	96368301	96368302	0.872568790856731	0.221404087557076	0.0922686231613595	0.287317596348092	0.0340751056616698	0.893961251427482
NC_000005.10	170106342	170106343	0.844423920262227	0.788362080360939	0.406430753324677	0.967227257296843	0.0195346912516872	0.966872951753219
NC_000002.12	66439968	66439969	0.422736302972254	0.0739614895152348	0.0451754122261698	0.0841438907607905	0.0174021845112604	0.911349899434564
NC_000010.11	101749568	101749569	0.768227149453934	0.440110342612194	0.852786664181113	0.687603804054296	0.802404309784139	0.952470521646366
NC_000006.12	32940827	32940828	0.285461512130924	0.495202602096049	0.338968443274313	0.253169263648937	0.117880068467535	0.112318966849007
NC_000006.12	32941202	32941203	0.286548218394884	0.536248210343323	0.332713458408171	0.271206037198712	0.183494370747241	0.23523251802124
NC_000005.10	172879108	172879109	0.89316666117493	0.902148347208549	0.879901764296325	0.394093232780948	0.941472228408961	0.94418288227375
NC_000012.12	57736071	57736072	0.0600747444489269	0.193035562252486	0.504112509320025	0.0592137757533423	0.902812029001761	0.0572580459841698
NC_000005.10	163504626	163504627	0.290153684832654	0.0662658742911695	0.0418954559382806	0.0656702205805684	0.0358262197728534	0.893195886452081
NC_000001.11	224510377	224510378	0.855633702612477	0.49722671131483	0.933168554205121	0.945392695649245	0.928735087916526	0.967787730587713
NC_000008.11	141179435	141179436	0.922350195589932	0.490169487411109	0.933170043278868	0.910892455312368	0.72925635737352	0.954618377789415
NC_000011.10	13673099	13673100	0.915674522304201	0.912065895394305	0.196719002793232	0.910508333142603	0.9078360349016	0.922923756920928
NC_000002.12	44932294	44932295	0.670489685517323	0.154208525604882	0.0800027938975469	0.166255077455801	0.0249851920379603	0.671186561831986
NC_000018.10	10589171	10589172	0.543395231550922	0.868063248143174	0.924114630317287	0.8703451625904	0.928010155595328	0.0830807714335202
NC_000016.10	89833785	89833786	0.630189542497305	0.875231940783642	0.929105652289947	0.863788131469091	0.861599208696101	0.0850135864774555
NC_000010.11	48466486	48466487	0.0375639491614597	0.35808205872812	0.764882689547521	0.195121884921095	0.981011335375853	0.0658304708735544
NC_000017.11	81400526	81400527	0.710683675781517	0.158927925027669	0.0977606565307483	0.209459671271359	0.082024358821926	0.746794229369375
NC_000012.12	98593108	98593109	0.211753844898027	0.191625025959382	0.784378268982777	0.394241850443268	0.180183330217233	0.0355289533365021
NC_000002.12	43224702	43224703	0.355684029187682	0.0884214451198175	0.0776410430106714	0.14947188713671	0.031261692763447	0.951187682536577
NC_000011.10	108552396	108552397	0.168344936894169	0.155382963658867	0.791305305668272	0.242693636015161	0.25286353566958	0.200473288051891
NC_000013.11	112929864	112929865	0.185623985193351	0.359080891612712	0.0818755928000826	0.13368713746383	0.0552568867046726	0.178101034477112
NC_000003.12	150761296	150761297	0.128094184716394	0.261495074490445	0.405202469635736	0.65427879623256	0.144827294924014	0.110569012836275
NC_000004.12	185638257	185638258	0.954661955977141	0.687767477749803	0.269215686729023	0.911756052412433	0.0188127643068927	0.960996812060846
NC_000003.12	112767224	112767225	0.878572146533023	0.864937813250455	0.181783398844658	0.888608692465329	0.856803377242998	0.900712688766108
NC_000013.11	75541389	75541390	0.869005099301783	0.813638628154775	0.143724146353397	0.902766710909495	0.678410690329673	0.921258602407548
NC_000008.11	79828377	79828378	0.064561464348379	0.349691819048378	0.126103668822737	0.183252917381573	0.059919225048645	0.120878650508443
NC_000006.12	32584238	32584239	0.0152939054592174	0.0451239103006316	0.247331425439123	0.0179258775139185	0.765449722283191	0.0518260396747936
NC_000019.10	38265741	38265742	0.244243141140692	0.35963892216701	0.0687126504228644	0.761663037146198	0.139053873789654	0.193832700190685
NC_000021.9	33402320	33402321	0.691878870778948	0.721015278276047	0.0841143040339922	0.88279875106267	0.852460813771624	0.681070740924739
NC_000005.10	172769742	172769743	0.571353755144373	0.843864114264475	0.912995463343734	0.302072274492864	0.913760980787297	0.702909811231386
NC_000021.9	44353305	44353306	0.0835795238453716	0.265230337672282	0.0332606073550508	0.586876496663246	0.13954623069088	0.0645366610297877
NC_000010.11	15322093	15322094	0.122513729386511	0.205058054694108	0.812932574707259	0.399944368335694	0.429022437225682	0.196663917950454
NC_000012.12	114697632	114697633	0.701190433522701	0.209962861879951	0.111577561005352	0.326338641871122	0.0474894403484833	0.57302233226954
NC_000001.11	3140114	3140115	0.0904722655011981	0.743443815379677	0.94845089274784	0.65636029750942	0.870619086841219	0.323928679379143
NC_000019.10	3178956	3178957	0.961891427671702	0.731734716068679	0.537700541734963	0.897214083479155	0.0129838406142095	0.949671889700785
NC_000020.11	63687072	63687073	0.140487553054864	0.338043068416021	0.052592048629605	0.0987104019001686	0.0170974829058655	0.0308105962236731
NC_000013.11	30690626	30690627	0.0673183552473207	0.511749304376267	0.154977255762401	0.330331558772984	0.926091454375327	0.0408568668349073
NC_000006.12	163325112	163325113	0.0530400895501012	0.0796525058412358	0.0934782974581064	0.571918011111432	0.0817774459675778	0.0533434746772785
NC_000015.10	66497457	66497458	0.0365220589035761	0.3085369827852	0.0704717993367687	0.159664792842532	0.0315338846414478	0.0571912287205552
NC_000006.12	10391178	10391179	0.433672840605741	0.0725959170916635	0.0550499287669203	0.0797878944245949	0.034311564811797	0.922549228150186
NC_000013.11	99742157	99742158	0.142853741269374	0.816478213121535	0.918488387896846	0.693003536173419	0.910868123248302	0.478620751808535
NC_000014.9	91417210	91417211	0.219102167897969	0.0889949404153142	0.0493003144042454	0.0772633356284678	0.0312028358646796	0.877132001998653
NC_000001.11	101239341	101239342	0.862598468956615	0.749560618896165	0.886563688467821	0.324743270563526	0.779313806428653	0.869694976026958
NC_000005.10	173901842	173901843	0.882514339235789	0.498836082225833	0.8473121653763	0.875506945232994	0.800647307454055	0.876241619928568
NC_000002.12	38604023	38604024	0.858938845200805	0.817586311864852	0.101852514436323	0.620225097132876	0.83360507180308	0.906201320650037
NC_000008.11	141179443	141179444	0.923427748917645	0.452318035274969	0.894057134264251	0.914983102376742	0.670795808749584	0.943882191807105
NC_000003.12	13623507	13623508	0.62503131432371	0.882956115097035	0.962058860398557	0.848185298332966	0.929703583079325	0.110087025260118
NC_000008.11	23566446	23566447	0.109145187714806	0.823366868264295	0.893646359496182	0.736272980322073	0.904979924071458	0.615429642269306
NC_000008.11	64368938	64368939	0.559157683038389	0.0742556823548773	0.0239849176094837	0.173233305953303	0.0252261591278506	0.425710316557294
NC_000015.10	96353921	96353922	0.143023246149912	0.0734149048163583	0.0554476579943694	0.0813131767214083	0.0275298066117881	0.883987352522757
NC_000010.11	69087673	69087674	0.200148173773058	0.618620592646149	0.12901793018008	0.2982973863779	0.0628814327728603	0.0961207405544025
NC_000011.10	47590227	47590228	0.0629706289974363	0.193972491727781	0.532231352349547	0.0486129503380914	0.967694046653884	0.035911181984148
NC_000001.11	202160437	202160438	0.899579855355487	0.796154527865259	0.499993753103022	0.916666561630188	0.103543489169495	0.927945695857285
NC_000021.9	38387216	38387217	0.333599506187587	0.183417288065508	0.0565217313997554	0.636424286092525	0.032333321472261	0.153400280335173
NC_000008.11	140599280	140599281	0.97874200619881	0.61121715566137	0.418321617191193	0.963754341491317	0.018707812911956	0.981164310002617
NC_000001.11	90834829	90834830	0.641357096277082	0.192059734593409	0.103171633580719	0.235625595920111	0.0465503839639375	0.580020448598604
NC_000015.10	96354184	96354185	0.106997875037664	0.0731171021149615	0.130556840958673	0.0704471929777983	0.0649772906727338	0.87609818441056
NC_000008.11	96145224	96145225	0.0600011672661464	0.425418842322226	0.117390149319122	0.166253227038759	0.0141915441018094	0.196057814250627
NC_000020.11	59008335	59008336	0.856366597038389	0.896855441652755	0.151726689040755	0.919325564904318	0.82345154568546	0.921164060932839
NC_000010.11	121596721	121596722	0.684287074668071	0.144649009451162	0.170565240711783	0.262179162162002	0.338162356249235	0.278727867160786
NC_000014.9	20625641	20625642	0.0842125578745707	0.0386244091531608	0.0382933338206641	0.0455524364572962	0.0413668357201589	0.832736236025248
NC_000011.10	1890316	1890317	0.968675607998804	0.884237483545198	0.512309201847813	0.96967097437201	0.0920240266817153	0.971316135263556
NC_000002.12	196268144	196268145	0.234850986128529	0.167441637471713	0.0574297649200103	0.615229934647586	0.0846026502236798	0.269006359298166
NC_000008.11	24293958	24293959	0.357187836424224	0.548163433486943	0.0867855614263522	0.269262569575629	0.157794279754966	0.122644708279386
NC_000006.12	30730999	30731000	0.103667966093181	0.458273123737421	0.176881105818084	0.194386767066486	0.0201042744629985	0.171801488324746
NC_000006.12	26545827	26545828	0.91414524111297	0.891559342910325	0.16130527708933	0.899853204895231	0.840349773777329	0.926358976044079
NC_000004.12	138688997	138688998	0.933214857433247	0.470711719102673	0.889088568975867	0.858723357308426	0.928849163985749	0.922410164283181
NC_000001.11	43348686	43348687	0.0243078022931481	0.215670299656152	0.61137414152532	0.10136655007046	0.956611529456933	0.0294348258968937
NC_000014.9	101005149	101005150	0.161805691674092	0.4065192857279	0.0867076419009997	0.66898929428807	0.10803618152516	0.112770661264027
NC_000010.11	3238881	3238882	0.686199047821289	0.313960598609869	0.766385930824748	0.696133462793213	0.567639742339155	0.77511440148217
NC_000018.10	63476711	63476712	0.609509936297277	0.898019183349697	0.948043736313766	0.894233290691418	0.961884404573318	0.0677966100944353
NC_000011.10	61920463	61920464	0.0852152005027075	0.144390831265112	0.766723018839141	0.531280334062093	0.19937111081786	0.307871860706785
NC_000011.10	118526879	118526880	0.20504811674544	0.864014232397426	0.922566270172402	0.809691775374192	0.907850388447406	0.81101640523646
NC_000002.12	224401545	224401546	0.947590076685399	0.805628053619195	0.568734421266385	0.528687271532495	0.0175888128456878	0.970236884616342
NC_000006.12	133854259	133854260	0.692481948643794	0.321015590304236	0.128139290161442	0.272447253322638	0.0532177018	0.579758728966218
NC_000009.12	273071	273072	0.916200080054662	0.87367080338832	0.39003488101996	0.920333287641914	0.0542303614896849	0.925593598909096
NC_000003.12	48223262	48223263	0.468546392950531	0.37788463932078	0.052460980823947	0.704703238527885	0.0960101277732504	0.278451183208017
NC_000006.12	30731006	30731007	0.17291061999226	0.488828060883321	0.197277814120683	0.259167601376311	0.0447050123699106	0.18898341521709
NC_000017.11	40316866	40316867	0.0167288536255856	0.196069876438365	0.541037420976348	0.0295508368622634	0.880091804775522	0.0215348278662171
NC_000019.10	19664870	19664871	0.651669084220836	0.916650097728618	0.948109777527982	0.915300221129546	0.939285658481258	0.0980637436321394
NC_000010.11	12214343	12214344	0.355670228833867	0.627453755850375	0.799310586344239	0.139563222188757	0.819483529287396	0.864781886364286
NC_000006.12	166488342	166488343	0.680602985142388	0.219882998777227	0.0543203691828089	0.108933073410182	0.0950420672815376	0.452636988126591
NC_000012.12	94616081	94616082	0.332771447620402	0.183489327926965	0.775662761324663	0.253248636792916	0.291022059461418	0.0680571360246235
NC_000015.10	49460570	49460571	0.141921518861194	0.753523673788865	0.887951021772033	0.648982103225377	0.834104492694833	0.699399722884341
NC_000012.12	149188	149189	0.612893978411377	0.940449848631001	0.967271378372828	0.915443827659718	0.964209715579932	0.118152721874222
NC_000002.12	73926085	73926086	0.612663858720971	0.876644982622819	0.939461587234192	0.902875675496481	0.939191361946312	0.11264189264107
NC_000007.14	98682123	98682124	0.0545936101456214	0.304386847612938	0.0565251317012828	0.122442764685106	0.0276482796828122	0.0299451204504426
